City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,port shepstone,-30.7414,30.455,16.19,35,93,3.67,ZA,1686542129
369,hami,42.8,93.45,38.57,8,0,4.82,CN,1686542129
370,mareeba,-17.0,145.4333,28.02,61,81,2.62,AU,1686542129
371,praia da vitoria,38.7333,-27.0667,19.14,88,20,7.3,PT,1686542129
372,badarwas,24.9667,77.5667,35.55,32,0,6.83,IN,1686542129
373,gamba,-2.65,10.0,23.07,93,100,1.96,GA,1686542129
374,yerba buena,-26.8167,-65.3167,8.63,53,0,1.31,AR,1686542129
375,conduaga,8.862,117.4893,31.83,62,100,4.49,PH,1686542129
376,aiquile,-18.2041,-65.1807,10.74,92,10,0.8,BO,1686542129
377,fort bragg,35.139,-79.006,21.22,93,0,2.06,US,1686542129
378,gadzhiyevo,69.2551,33.3362,7.95,76,100,4.95,RU,1686542130
379,sterling,39.0062,-77.4286,26.0,55,75,3.6,US,1686542069
380,boguchany,58.3814,97.4531,17.52,33,0,2.97,RU,1686542131
381,aykhal,66.0,111.5,5.6,68,33,4.88,RU,1686542131
382,turkmenabat,39.0733,63.5786,28.99,28,0,6.17,TM,1686542131
383,zemio,5.0314,25.1361,19.62,97,100,1.2,CF,1686542131
384,wenling,28.3669,121.36,26.47,77,99,2.47,CN,1686541874
385,guilin,25.2819,110.2864,32.06,51,62,0.67,CN,1686542131
386,cottage grove,44.8277,-92.9438,15.73,66,0,0.0,US,1686542131
387,gorontalo,0.5412,123.0595,31.52,63,38,4.33,ID,1686542132
388,margate,51.3813,1.3862,16.5,90,47,2.24,GB,1686542132
389,nabire,-3.3667,135.4833,29.52,72,84,2.4,ID,1686542132
390,saint-joseph,-21.3667,55.6167,22.21,74,17,2.05,RE,1686542132
391,sausset-les-pins,43.3314,5.1043,19.82,83,0,1.54,FR,1686542132
392,odda,60.0691,6.5457,15.43,55,91,1.96,NO,1686542132
393,kuanda,56.3161,116.0806,13.18,88,100,4.76,RU,1686542132
394,perieni,46.3,27.6167,10.97,91,100,6.61,RO,1686542132
395,saint-pierre,-21.3393,55.4781,22.82,64,0,3.6,RE,1686542132
396,mejit,10.2753,170.8646,28.13,77,80,8.06,MH,1686542133
397,colonia,50.9333,6.95,17.7,72,0,1.54,DE,1686542133
398,laguna,38.421,-121.4238,21.76,68,0,5.14,US,1686542116
399,port saint john's,-31.6229,29.5448,17.05,35,100,3.19,ZA,1686542133
400,george town,5.4112,100.3354,31.97,66,40,6.69,MY,1686542021
401,valparaiso,-33.0393,-71.6273,5.8,87,0,2.57,CL,1686542133
402,togur,58.3631,82.8265,15.37,72,100,5.07,RU,1686542133
403,nadi,-17.8,177.4167,26.0,69,75,5.14,FJ,1686542133
404,pandan,14.0453,124.1694,32.05,62,98,5.06,PH,1686542133
405,antsiranana,-12.2787,49.2917,24.42,69,75,3.09,MG,1686542133
406,svetlyy,54.675,20.1347,10.03,66,3,3.96,RU,1686542133
407,oneonta,42.4529,-75.0638,20.91,79,100,2.47,US,1686542133
408,coyhaique,-45.5752,-72.0662,2.34,95,71,2.82,CL,1686542132
409,nova sintra,14.8667,-24.7167,21.72,84,18,10.83,CV,1686542134
410,smithers,54.7804,-127.1743,23.18,27,0,2.57,CA,1686541962
411,cabinda,-5.55,12.2,25.08,88,100,2.06,AO,1686542134
412,halifax,44.6453,-63.5724,16.0,73,12,4.63,CA,1686541861
413,tionk essil,12.7856,-16.5217,27.98,80,94,4.04,SN,1686542134
414,levuka,50.1834,-105.4011,17.9,45,79,3.47,CA,1686542134
415,uturoa,-16.7333,-151.4333,27.15,68,18,7.89,PF,1686542134
416,christchurch,-43.5333,172.6333,14.11,67,54,0.89,NZ,1686542291
417,ko pha ngan,9.7578,100.0291,26.58,71,100,8.66,TH,1686542134
418,ocos,14.5094,-92.1933,28.1,76,100,0.35,GT,1686542134
419,lukolela,-1.0605,17.1821,20.39,99,90,0.88,CD,1686542134
420,midvagur,62.0511,-7.1939,5.46,75,2,0.51,FO,1686542135
421,talcahuano,-36.7167,-73.1167,4.82,87,0,2.57,CL,1686541886
422,dadukou,26.5479,101.7054,16.83,92,100,0.35,CN,1686542135
423,prince rupert,54.3161,-130.3201,12.83,86,0,8.75,CA,1686542135
424,solnechnyy,50.7214,136.6319,19.55,51,79,4.48,RU,1686542135
425,lethem,3.3803,-59.7968,26.09,75,74,2.56,GY,1686542135
426,salalah,17.0151,54.0924,30.05,74,75,1.54,OM,1686542135
427,sinop,41.7711,34.8709,15.58,88,32,0.6,TR,1686542135
428,tobruk,32.0836,23.9764,20.95,82,69,2.65,LY,1686542135
429,mato verde,-15.3972,-42.8664,21.46,67,54,2.41,BR,1686542135
430,santa maria del oro,25.9333,-105.3667,25.49,21,42,2.04,MX,1686542135
431,misratah,32.3754,15.0925,21.53,85,0,5.5,LY,1686542136
432,perelyub,51.8667,50.3667,15.05,47,99,8.56,RU,1686542136
433,krasnyy chikoy,50.3643,108.7512,28.91,26,52,0.98,RU,1686542136
434,narvik,68.4384,17.4272,9.66,86,52,2.41,NO,1686542136
435,puerto aysen,-45.4,-72.7,1.1,98,45,1.65,CL,1686542136
436,sorong,-0.8833,131.25,24.76,90,100,4.15,ID,1686542136
437,lodja,-3.4833,23.4333,21.7,79,100,0.76,CD,1686542136
438,taoudenni,22.6783,-3.9836,31.41,12,4,4.35,ML,1686542136
439,lata,40.1629,-8.3327,16.15,93,78,0.69,PT,1686542136
440,la ronge,55.1001,-105.2842,26.12,33,40,3.6,CA,1686542137
441,dolbeau-mistassini,48.8763,-72.212,16.36,78,78,1.46,CA,1686542137
442,tongouson,5.0214,120.1328,29.22,72,99,2.6,PH,1686542137
443,ghat,24.9647,10.1728,30.92,18,49,3.29,LY,1686542137
444,nishinoomote,30.7333,131.0,23.31,100,75,4.63,JP,1686542137
445,horta,38.5333,-28.6333,18.34,88,100,8.94,PT,1686542137
446,kiunga,-6.1219,141.2906,26.13,92,99,1.79,PG,1686542137
447,ghadamis,30.1337,9.5007,23.19,55,0,4.23,LY,1686542138
448,vernon,50.2581,-119.2691,26.2,50,52,1.03,CA,1686542138
449,dem'yanovo,60.3511,47.0842,10.94,55,37,2.41,RU,1686542138
450,chipinge,-20.1883,32.6236,11.6,68,0,1.28,ZW,1686542138
451,chhindwara,22.0667,78.9333,35.3,30,8,5.79,IN,1686542138
452,dryden,49.7833,-92.7503,18.16,45,40,1.03,CA,1686542138
453,potam,27.6,-110.3833,26.52,44,0,2.5,MX,1686542138
454,cole harbour,44.6724,-63.4751,15.71,78,5,4.63,CA,1686541890
455,pasuquin,18.3328,120.6177,29.97,74,100,6.17,PH,1686542138
456,sant lluis,39.8526,4.2594,18.22,100,3,0.0,ES,1686542138
457,keelung,25.1283,121.7419,26.94,92,100,2.8,TW,1686542138
458,la jolla,32.8473,-117.2742,17.14,88,100,2.57,US,1686541853
459,agua prieta,31.3,-109.5667,25.44,14,0,6.17,MX,1686542138
460,ciudad guayana,8.3533,-62.6528,24.73,97,97,2.57,VE,1686542139
461,mayahi,13.9553,7.6712,28.72,54,97,3.31,NE,1686542139
462,cody,44.5263,-109.0565,15.12,85,75,1.54,US,1686542139
463,howard springs,-12.497,131.047,30.95,30,11,3.0,AU,1686542139
464,vanino,49.0869,140.2543,15.24,72,88,3.23,RU,1686542139
465,kimbe,-5.5502,150.1429,29.07,79,50,0.67,PG,1686542139
466,amga,60.8953,131.9608,27.06,44,89,2.37,RU,1686542139
467,val-d'or,48.1002,-77.7828,16.05,77,100,2.06,CA,1686542139
468,hassi messaoud,31.6804,6.0729,27.92,42,0,5.14,DZ,1686542139
469,vorkuta,67.5,64.0,3.33,58,97,7.77,RU,1686542139
470,nampula,-15.1165,39.2666,19.97,94,40,2.06,MZ,1686542140
471,antalaha,-14.9003,50.2788,21.17,88,7,2.27,MG,1686542140
472,yaransk,57.3033,47.8861,9.24,64,1,3.59,RU,1686542140
473,karasburg,-28.0167,18.75,9.23,81,52,5.11,,1686542140
474,kailua-kona,19.6406,-155.9956,26.98,83,75,4.63,US,1686542140
475,shevchenko,48.5,35.0,12.66,96,100,5.83,UA,1686542140
476,lompoc,34.6391,-120.4579,17.66,84,100,1.79,US,1686542140
477,tsiombe,-25.3,45.4833,16.82,90,16,1.24,MG,1686542140
478,iwanai,42.9744,140.5089,24.99,56,73,1.64,JP,1686542140
479,mildura,-34.2,142.15,20.04,54,0,6.34,AU,1686542140
480,brodnica,53.2597,19.3965,14.11,62,0,3.88,PL,1686542140
481,fairmont,39.4851,-80.1426,22.65,91,98,2.35,US,1686542141
482,bathsheba,13.2167,-59.5167,28.34,78,40,6.17,BB,1686542141
483,afaahiti,-17.75,-149.2833,25.93,72,74,7.4,PF,1686542141
484,rio gallegos,-51.6226,-69.2181,5.03,75,0,7.72,AR,1686541883
485,tambura,5.6,27.4667,18.8,97,99,0.77,SS,1686542141
486,kicevo,41.5144,20.9633,14.89,90,100,1.2,MK,1686542141
487,miguel ahumada,30.6167,-106.5167,28.66,22,6,10.25,MX,1686542141
488,mongoumba,3.6415,18.5936,21.81,90,100,0.57,CF,1686542141
489,neuzeug,48.0456,14.3352,14.01,84,2,1.41,AT,1686542141
490,ruston,32.5232,-92.6379,24.9,100,0,0.0,US,1686541914
491,megion,61.0296,76.1136,11.01,52,31,7.62,RU,1686542142
492,musoma,-1.5,33.8,19.01,94,75,0.0,TZ,1686542142
493,prado,-17.3411,-39.2208,22.91,89,37,3.86,BR,1686542142
494,corfu,39.62,19.9197,19.88,88,20,0.0,GR,1686542142
495,olyokminsk,60.3736,120.4264,11.44,60,100,5.0,RU,1686542143
496,auki,-8.7676,160.7034,29.75,66,13,1.83,SB,1686542143
497,goroka,-6.0834,145.3873,19.4,92,98,0.9,PG,1686542143
498,yichang,30.7144,111.2847,30.77,45,100,1.57,CN,1686542143
499,kwang binh,17.4833,106.6,31.25,62,100,4.17,VN,1686542143
500,mimizan,44.2006,-1.2289,20.05,94,100,0.3,FR,1686542143
501,ivanteyevka,55.9711,37.9208,11.3,53,3,4.04,RU,1686542143
502,moya,28.0906,-15.5883,16.93,82,1,2.71,ES,1686542144
503,sharan,54.8167,54.0,11.46,57,100,5.26,RU,1686542144
504,usinsk,65.9939,57.5281,3.2,65,92,4.81,RU,1686542144
505,yamada,39.4667,141.95,18.09,93,100,2.6,JP,1686542144
506,queenstown,-31.8976,26.8753,7.36,35,2,3.38,ZA,1686542144
507,buka,40.8108,69.1986,30.75,29,3,5.51,UZ,1686542144
508,chake chake,-5.2459,39.7666,23.84,79,84,3.23,TZ,1686542144
509,bou ismail,36.6426,2.6901,16.82,68,5,0.86,DZ,1686542144
510,kaoma,-14.7833,24.8,12.14,54,0,2.47,ZM,1686542144
511,grand gaube,-20.0064,57.6608,24.1,78,21,0.45,MU,1686542144
512,mexico,15.0646,120.7198,26.84,68,100,5.94,PH,1686541970
513,wuyang,31.9925,116.2472,31.3,42,96,2.37,CN,1686542145
514,bucerias,20.75,-105.3333,23.95,82,2,0.22,MX,1686542020
515,waddan,29.1614,16.139,23.26,58,0,6.22,LY,1686542145
516,lycksele,64.5954,18.6735,13.57,76,100,1.54,SE,1686542145
517,quepos,9.4236,-84.1652,26.83,86,100,0.64,CR,1686542145
518,tofol,5.3248,163.0078,31.88,66,75,7.2,FM,1686542145
519,kulhudhuffushi,6.6221,73.07,28.91,79,98,8.38,MV,1686542145
520,malvan,16.0667,73.4667,29.84,75,58,7.4,IN,1686542145
521,tiassale,5.8983,-4.8283,21.99,99,93,0.96,CI,1686542145
522,egilsstadir,65.2653,-14.3948,8.95,53,0,3.6,IS,1686542145
523,hluti,-27.2167,31.6167,10.22,34,0,1.91,SZ,1686542145
524,savanna-la-mar,18.219,-78.1332,27.97,87,25,2.32,JM,1686542146
525,cefalu,38.0386,14.0229,21.97,70,100,4.47,IT,1686542146
526,new norfolk,-42.7826,147.0587,14.95,75,57,1.2,AU,1686542146
527,porto belo,-27.1578,-48.5531,13.98,91,100,5.06,BR,1686542146
528,beroroha,-21.6667,45.1667,15.63,51,0,0.35,MG,1686542147
529,gebeit,21.0667,36.3167,29.5,34,5,1.47,SD,1686542147
530,rock springs,41.5875,-109.2029,16.69,53,75,4.63,US,1686541929
531,fale old settlement,-9.3852,-171.2468,28.71,78,100,6.2,TK,1686542147
532,visakhapatnam,17.69,83.2093,33.94,59,75,2.06,IN,1686542145
533,quang ngai,15.1167,108.8,29.56,68,94,2.09,VN,1686542147
534,vilyuysk,63.7553,121.6247,8.7,48,100,5.18,RU,1686542147
535,huarmey,-10.0681,-78.1522,21.05,82,52,3.89,PE,1686542147
536,masindi port,1.6961,32.0861,16.91,96,100,1.12,UG,1686542148
537,monte caseros,-30.2536,-57.6363,4.53,55,0,2.99,AR,1686542148
538,ambon,-3.6954,128.1814,33.08,77,40,1.54,ID,1686542148
539,kill devil hills,36.0307,-75.676,23.88,84,40,3.09,US,1686541903
540,brandon,27.9378,-82.2859,27.95,79,40,2.06,US,1686542148
541,general acha,-37.377,-64.6043,3.51,38,0,3.19,AR,1686542148
542,arno,60.1167,18.6333,10.44,64,3,3.67,SE,1686542148
543,bamboo flat,11.7,92.7167,28.66,83,100,8.71,IN,1686542148
544,khilok,51.3674,110.4676,29.41,21,99,2.8,RU,1686542148
545,crane,31.3974,-102.3501,31.23,39,40,8.14,US,1686542148
546,arkalyk,50.2486,66.9114,26.07,19,8,1.35,KZ,1686542148
547,soio,-6.1349,12.3689,22.79,91,83,3.02,AO,1686542148
548,oriximina,-1.7656,-55.8661,23.74,91,22,1.87,BR,1686542149
549,trairi,-3.2778,-39.2689,23.92,90,1,3.39,BR,1686542149
550,pointe-noire,-4.7761,11.8635,24.04,94,100,2.06,CG,1686542149
551,ballina,-28.8667,153.5667,22.66,68,68,3.71,AU,1686542149
552,nizhnyaya tavda,57.6731,66.1725,10.78,45,2,4.66,RU,1686542149
553,mach,29.8637,67.3298,32.66,13,0,0.4,PK,1686542149
554,altamont,42.2068,-121.7372,18.91,61,75,2.06,US,1686542121
555,roquetas de mar,36.7642,-2.6148,21.0,85,97,0.55,ES,1686542149
556,ha'il,27.5219,41.6907,23.01,28,0,2.06,SA,1686542149
557,rio branco do sul,-25.19,-49.3142,15.68,98,99,1.5,BR,1686542149
558,salekhard,66.53,66.6019,6.09,58,100,7.9,RU,1686542094
559,abnub,27.2696,31.1511,26.12,28,0,1.42,EG,1686542149
560,tha yang,12.9577,99.9055,28.0,64,99,4.13,TH,1686542150
561,allapalli,19.4167,80.0667,38.8,30,12,2.67,IN,1686542150
562,macusani,-14.0833,-70.4333,0.59,88,36,1.35,PE,1686542150
563,karratha,-20.7377,116.8463,27.05,25,0,4.91,AU,1686542150
564,essaouira,31.5125,-9.77,18.72,85,1,2.06,MA,1686542150
565,awjilah,29.1081,21.2869,26.27,38,0,4.66,LY,1686542150
566,vadso,70.0744,29.7487,10.49,57,0,2.57,NO,1686542150
567,constitucion,-35.3333,-72.4167,6.58,70,0,4.95,CL,1686542150
568,sur,22.5667,59.5289,31.69,55,100,2.5,OM,1686542150
569,carnot,4.9409,15.8665,20.42,98,99,1.46,CF,1686542150
570,sakaiminato,35.55,133.2333,26.96,73,75,4.63,JP,1686542150
571,galle,6.0367,80.217,28.07,84,99,5.95,LK,1686542009
